Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[strain]	Characteristics[developmental stage]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[sex]	Characteristics[disease]	characteristics[mass]	characteristics[spiked compound]	Characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[mass]
Sample 1	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	10 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 62	proteomic profiling by mass spectrometry	20070926_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_black_Frac14_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070926_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_black_Frac14_03.RAW	3	14	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	10 ug
Sample 1	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	10 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 63	proteomic profiling by mass spectrometry	20070926_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_black_Frac15_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070926_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_black_Frac15_03.RAW	3	15	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	10 ug
Sample 1	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	10 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 64	proteomic profiling by mass spectrometry	20070926_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_red_Frac16_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070926_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_red_Frac16_03.RAW	3	16	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	10 ug
Sample 1	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	10 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 65	proteomic profiling by mass spectrometry	20070929_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_black_Frac_17_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070929_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_black_Frac_17_03.RAW	3	17	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	10 ug
Sample 1	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	10 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 66	proteomic profiling by mass spectrometry	20070929_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_black_Frac_18_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070929_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_black_Frac_18_03.RAW	3	18	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	10 ug
Sample 1	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	10 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 67	proteomic profiling by mass spectrometry	20070929_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_black_Frac_19_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070929_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_black_Frac_19_03.RAW	3	19	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	10 ug
Sample 1	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	10 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 68	proteomic profiling by mass spectrometry	20071001_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_black_Frac_20_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20071001_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_black_Frac_20_03.RAW	3	20	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	10 ug
Sample 1	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	10 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 69	proteomic profiling by mass spectrometry	20071001_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_black_Frac_21_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20071001_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_black_Frac_21_03.RAW	3	21	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	10 ug
Sample 1	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	10 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 70	proteomic profiling by mass spectrometry	20071001_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_black_Frac_22_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20071001_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_black_Frac_22_03.RAW	3	22	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	10 ug
Sample 1	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	10 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 71	proteomic profiling by mass spectrometry	20071003_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac_23_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20071003_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac_23_03.RAW	3	23	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	10 ug
Sample 1	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	10 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 72	proteomic profiling by mass spectrometry	20071003_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac_24_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20071003_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac_24_03.RAW	3	24	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	10 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 73	proteomic profiling by mass spectrometry	20070919_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac01_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070919_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac01_01.RAW	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 74	proteomic profiling by mass spectrometry	20070919_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac02_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070919_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac02_01.RAW	1	2	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 75	proteomic profiling by mass spectrometry	20070919_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac03_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070919_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac03_01.RAW	1	3	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 76	proteomic profiling by mass spectrometry	20070921_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac04_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070921_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac04_01.RAW	1	4	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 77	proteomic profiling by mass spectrometry	20070921_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac05_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070921_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac05_01.RAW	1	5	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 78	proteomic profiling by mass spectrometry	20070923_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac07_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070923_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac07_01.RAW	1	7	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 79	proteomic profiling by mass spectrometry	20070923_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac08_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070923_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac08_01.RAW	1	8	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 80	proteomic profiling by mass spectrometry	20070925_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac09_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070925_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac09_01.RAW	1	9	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 81	proteomic profiling by mass spectrometry	20070925_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac10_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070925_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac10_01.RAW	1	10	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 82	proteomic profiling by mass spectrometry	20070925_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac11_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070925_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac11_01.RAW	1	11	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 83	proteomic profiling by mass spectrometry	20070904_CL_Orbi4_Offgel_XIC_Hela60_Ecoli30_red_Frac12_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070904_CL_Orbi4_Offgel_XIC_Hela60_Ecoli30_red_Frac12_1.RAW	1	12	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 84	proteomic profiling by mass spectrometry	20070904_CL_Orbi4_Offgel_XIC_Hela60_Ecoli30_red_Frac13_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070904_CL_Orbi4_Offgel_XIC_Hela60_Ecoli30_red_Frac13_1.RAW	1	13	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 85	proteomic profiling by mass spectrometry	20070927_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac14_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070927_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac14_01.RAW	1	14	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 86	proteomic profiling by mass spectrometry	20070927_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac15_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070927_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac15_01.RAW	1	15	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 87	proteomic profiling by mass spectrometry	20070927_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac16_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070927_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac16_01.RAW	1	16	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 88	proteomic profiling by mass spectrometry	20070930_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac_17_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070930_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac_17_01.RAW	1	17	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 89	proteomic profiling by mass spectrometry	20070930_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac_18_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070930_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac_18_01.RAW	1	18	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 90	proteomic profiling by mass spectrometry	20070930_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac_19_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070930_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac_19_01.RAW	1	19	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 91	proteomic profiling by mass spectrometry	20071002_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac_20_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20071002_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac_20_01.RAW	1	20	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 92	proteomic profiling by mass spectrometry	20071002_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac_21_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20071002_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_red_Frac_21_01.RAW	1	21	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
