source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[cell type]	characteristics[phenotype]	characteristics[developmental stage]	characteristics[ancestry category]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	Material Type	assay name	Technology Type	comment[label]	comment[file uri]	comment[instrument]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD006675-Sample-SingleShot-73	Homo sapiens	heart	not available	male	not available	not available	adult	not available	trauma victims	not available	1	tissue	run 220	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_CP4.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_CP4.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-74	Homo sapiens	heart	not available	male	not available	not available	adult	not available	trauma victims	not available	1	tissue	run 229	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_CP8.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_CP8.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-75	Homo sapiens	heart	not available	male	KF	not available	adult	not available	trauma victims	not available	1	cell	run 505	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_KFcells.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_KFcells.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-76	Homo sapiens	heart	not available	male	not available	LH	adult	not available	trauma victims	not available	1	tissue	run 238	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_LH3.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_LH3.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-77	Homo sapiens	heart	not available	male	not available	LH	adult	not available	trauma victims	not available	1	tissue	run 247	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_LH4_160906180935.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_LH4_160906180935.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-78	Homo sapiens	heart	not available	male	not available	LH	adult	not available	trauma victims	not available	1	tissue	run 256	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_LH8.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_LH8.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-79	Homo sapiens	heart	not available	male	not available	MV	adult	not available	trauma victims	not available	1	tissue	run 271	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_MV3_160826133613.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_MV3_160826133613.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-80	Homo sapiens	heart	not available	male	not available	MV	adult	not available	trauma victims	not available	1	tissue	run 260	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_MV3-frac3_160826200858.raw	NT=Q Exactive HF;AC=MS:1002523	1	3	20160802_QEp2_SoDo_SA_LC12-13_MV3-frac3_160826200858.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-81	Homo sapiens	heart	not available	male	not available	MV	adult	not available	trauma victims	not available	1	tissue	run 262	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_MV3-frac4_160826222005.raw	NT=Q Exactive HF;AC=MS:1002523	1	4	20160802_QEp2_SoDo_SA_LC12-13_MV3-frac4_160826222005.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-82	Homo sapiens	heart	not available	male	not available	MV	adult	not available	trauma victims	not available	1	tissue	run 264	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_MV3-frac5_160827003045.raw	NT=Q Exactive HF;AC=MS:1002523	1	5	20160802_QEp2_SoDo_SA_LC12-13_MV3-frac5_160827003045.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-83	Homo sapiens	heart	not available	male	not available	MV	adult	not available	trauma victims	not available	1	tissue	run 266	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_MV3-frac6_160827024210.raw	NT=Q Exactive HF;AC=MS:1002523	1	6	20160802_QEp2_SoDo_SA_LC12-13_MV3-frac6_160827024210.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-84	Homo sapiens	heart	not available	male	not available	MV	adult	not available	trauma victims	not available	1	tissue	run 268	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_MV3-frac7_160827045338.raw	NT=Q Exactive HF;AC=MS:1002523	1	7	20160802_QEp2_SoDo_SA_LC12-13_MV3-frac7_160827045338.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-85	Homo sapiens	heart	not available	male	not available	MV	adult	not available	trauma victims	not available	1	tissue	run 270	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_MV3-frac8_160827070421.raw	NT=Q Exactive HF;AC=MS:1002523	1	8	20160802_QEp2_SoDo_SA_LC12-13_MV3-frac8_160827070421.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-86	Homo sapiens	heart	not available	male	not available	MV	adult	not available	trauma victims	not available	1	tissue	run 280	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_MV4.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_MV4.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-87	Homo sapiens	heart	not available	male	not available	MV	adult	not available	trauma victims	not available	1	tissue	run 289	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_MV8.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_MV8.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-88	Homo sapiens	heart	not available	male	not available	PA	adult	not available	trauma victims	not available	1	tissue	run 298	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_PA3.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_PA3.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-89	Homo sapiens	heart	not available	male	not available	PA	adult	not available	trauma victims	not available	1	tissue	run 301	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_PA4-frac2misslabeled.raw	NT=Q Exactive HF;AC=MS:1002523	1	2	20160802_QEp2_SoDo_SA_LC12-13_PA4-frac2misslabeled.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-90	Homo sapiens	heart	not available	male	not available	PA	adult	not available	trauma victims	not available	1	tissue	run 303	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_PA4-frac3injmore.raw	NT=Q Exactive HF;AC=MS:1002523	1	3	20160802_QEp2_SoDo_SA_LC12-13_PA4-frac3injmore.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-91	Homo sapiens	heart	not available	male	not available	PA	adult	not available	trauma victims	not available	1	tissue	run 304	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_PA4-frac3misslabeled.raw	NT=Q Exactive HF;AC=MS:1002523	1	3	20160802_QEp2_SoDo_SA_LC12-13_PA4-frac3misslabeled.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-92	Homo sapiens	heart	not available	male	not available	PA	adult	not available	trauma victims	not available	1	tissue	run 310	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_PA4.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_PA4.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-93	Homo sapiens	heart	not available	male	not available	PA	adult	not available	trauma victims	not available	1	tissue	run 319	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_PA8_161014024743.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_PA8_161014024743.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-94	Homo sapiens	heart	not available	male	not available	PV	adult	not available	trauma victims	not available	1	tissue	run 320	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_PV3.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_PV3.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-95	Homo sapiens	heart	not available	male	not available	PV	adult	not available	trauma victims	not available	1	tissue	run 321	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_PV4.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_PV4.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-96	Homo sapiens	heart	not available	male	not available	PV	adult	not available	trauma victims	not available	1	tissue	run 322	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_PV44.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_PV44.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-97	Homo sapiens	heart	not available	male	not available	PV	adult	not available	trauma victims	not available	1	tissue	run 324	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_PV8_160906144054.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_PV8_160906144054.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-98	Homo sapiens	heart	not available	male	not available	PV	adult	not available	trauma victims	not available	1	tissue	run 323	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_PV8.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_PV8.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-99	Homo sapiens	heart	not available	male	not available	PVe	adult	not available	trauma victims	not available	1	tissue	run 333	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_PVe3.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_PVe3.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-100	Homo sapiens	heart	not available	male	not available	PVe	adult	not available	trauma victims	not available	1	tissue	run 350	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_PVe8_160909221423.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_PVe8_160909221423.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-101	Homo sapiens	heart	not available	male	not available	SepA	adult	not available	trauma victims	not available	1	tissue	run 359	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_SepA3.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_SepA3.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-102	Homo sapiens	heart	not available	male	not available	SepA	adult	not available	trauma victims	not available	1	tissue	run 368	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_SepA4_160809152818.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_SepA4_160809152818.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-103	Homo sapiens	heart	not available	male	not available	SepA	adult	not available	trauma victims	not available	1	tissue	run 377	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_SepA8.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_SepA8.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-104	Homo sapiens	heart	not available	male	not available	SepV	adult	not available	trauma victims	not available	1	tissue	run 386	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_SepV3.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_SepV3.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-105	Homo sapiens	heart	not available	male	not available	SepV	adult	not available	trauma victims	not available	1	tissue	run 395	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_SepV4.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_SepV4.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-106	Homo sapiens	heart	not available	male	not available	SepV	adult	not available	trauma victims	not available	1	tissue	run 404	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_SepV8.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_SepV8.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-107	Homo sapiens	heart	not available	male	SMC	not available	adult	not available	trauma victims	not available	1	cell	run 514	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_SmoothP1acells.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_SmoothP1acells.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
PXD006675-Sample-SingleShot-108	Homo sapiens	heart	not available	male	not available	TV	adult	not available	trauma victims	not available	1	tissue	run 413	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006675/20160802_QEp2_SoDo_SA_LC12-13_TV3.raw	NT=Q Exactive HF;AC=MS:1002523	1	1	20160802_QEp2_SoDo_SA_LC12-13_TV3.raw	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=MS:1001251;NT=Trypsin	4.5 ppm	20 ppm	heart
