Source Name	Characteristics[organism]	Characteristics[disease]	Characteristics[organism part]	Characteristics[organism part]	Characteristics[cell line]	Comment[data file]	Comment[proteomexchange accession number]	Comment[data file]	Comment[Associated file URI]	Comment[instrument]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[cleavage agent details]	Material Type	Description	Comment[Label]	Comment[fragment mass tolerance]
Sample 653	Homo sapiens	gliosarcoma	embryonic central brain glia	#N/A	SF539	00463_H04_P003358_B00H_A00_R1.RAW	PXD005946	00463_H04_P003358_B00H_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_H04_P003358_B00H_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 654	Homo sapiens	gliosarcoma	embryonic central brain glia	#N/A	SF539	00463_B04_P003358_B00B_A00_R1.RAW	PXD005946	00463_B04_P003358_B00B_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_B04_P003358_B00B_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 655	Homo sapiens	gliosarcoma	embryonic central brain glia	#N/A	SF539	00463_C05_P003358_B00K_A00_R1.RAW	PXD005946	00463_C05_P003358_B00K_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_C05_P003358_B00K_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 656	Homo sapiens	gliosarcoma	embryonic central brain glia	#N/A	SF539	00463_A04_P003358_B00A_A00_R1.RAW	PXD005946	00463_A04_P003358_B00A_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_A04_P003358_B00A_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 657	Homo sapiens	gliosarcoma	embryonic central brain glia	#N/A	SF539	00463_A05_P003358_B00I_A00_R1.RAW	PXD005946	00463_A05_P003358_B00I_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_A05_P003358_B00I_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 658	Homo sapiens	gliosarcoma	embryonic central brain glia	#N/A	SF539	00463_D05_P003358_B00L_A00_R1.RAW	PXD005946	00463_D05_P003358_B00L_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_D05_P003358_B00L_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 659	Homo sapiens	gliosarcoma	embryonic central brain glia	#N/A	SF539	00463_G04_P003358_B00G_A00_R1.RAW	PXD005946	00463_G04_P003358_B00G_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_G04_P003358_B00G_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 660	Homo sapiens	multiple myeloma	blood	blood plasma	RPMI8226	00463_D03_P003359_B00H_A00_R1.RAW	PXD005946	00463_D03_P003359_B00H_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_D03_P003359_B00H_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 661	Homo sapiens	multiple myeloma	blood	blood plasma	RPMI8226	00463_G03_P003359_B00K_A00_R1.RAW	PXD005946	00463_G03_P003359_B00K_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_G03_P003359_B00K_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 662	Homo sapiens	multiple myeloma	blood	blood plasma	RPMI8226	00463_F02_P003359_B00B_A00_R1.RAW	PXD005946	00463_F02_P003359_B00B_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_F02_P003359_B00B_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 663	Homo sapiens	multiple myeloma	blood	blood plasma	RPMI8226	00463_A03_P003359_B00E_A00_R1.RAW	PXD005946	00463_A03_P003359_B00E_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_A03_P003359_B00E_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 664	Homo sapiens	multiple myeloma	blood	blood plasma	RPMI8226	00463_E03_P003359_B00I_A00_R1.RAW	PXD005946	00463_E03_P003359_B00I_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_E03_P003359_B00I_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 665	Homo sapiens	multiple myeloma	blood	blood plasma	RPMI8226	00463_F03_P003359_B00J_A00_R1.RAW	PXD005946	00463_F03_P003359_B00J_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_F03_P003359_B00J_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 666	Homo sapiens	multiple myeloma	blood	blood plasma	RPMI8226	00463_B03_P003359_B00F_A00_R1.RAW	PXD005946	00463_B03_P003359_B00F_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_B03_P003359_B00F_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 667	Homo sapiens	multiple myeloma	blood	blood plasma	RPMI8226	00463_C03_P003359_B00G_A00_R1.RAW	PXD005946	00463_C03_P003359_B00G_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_C03_P003359_B00G_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 668	Homo sapiens	multiple myeloma	blood	blood plasma	RPMI8226	00463_G02_P003359_B00C_A00_R1.RAW	PXD005946	00463_G02_P003359_B00C_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_G02_P003359_B00C_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 669	Homo sapiens	multiple myeloma	blood	blood plasma	RPMI8226	00463_E02_P003359_B00A_A00_R1.RAW	PXD005946	00463_E02_P003359_B00A_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_E02_P003359_B00A_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 670	Homo sapiens	multiple myeloma	blood	blood plasma	RPMI8226	00463_H02_P003359_B00D_A00_R1.RAW	PXD005946	00463_H02_P003359_B00D_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_H02_P003359_B00D_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 671	Homo sapiens	multiple myeloma	blood	blood plasma	RPMI8226	00463_H03_P003359_B00L_A00_R1.RAW	PXD005946	00463_H03_P003359_B00L_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_H03_P003359_B00L_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 672	Homo sapiens	brain glioblastoma	embryonic central brain glia	#N/A	SF295	00463_H01_P003360_B00H_A00_R1.RAW	PXD005946	00463_H01_P003360_B00H_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_H01_P003360_B00H_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 673	Homo sapiens	brain glioblastoma	embryonic central brain glia	#N/A	SF295	00463_D02_P003360_B00L_A00_R1.RAW	PXD005946	00463_D02_P003360_B00L_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_D02_P003360_B00L_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 674	Homo sapiens	brain glioblastoma	embryonic central brain glia	#N/A	SF295	00463_D01_P003360_B00D_A00_R1.RAW	PXD005946	00463_D01_P003360_B00D_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_D01_P003360_B00D_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 675	Homo sapiens	brain glioblastoma	embryonic central brain glia	#N/A	SF295	00463_G01_P003360_B00G_A00_R1.RAW	PXD005946	00463_G01_P003360_B00G_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_G01_P003360_B00G_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 676	Homo sapiens	brain glioblastoma	embryonic central brain glia	#N/A	SF295	00463_C02_P003360_B00K_A00_R1.RAW	PXD005946	00463_C02_P003360_B00K_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_C02_P003360_B00K_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 677	Homo sapiens	brain glioblastoma	embryonic central brain glia	#N/A	SF295	00463_C01_P003360_B00C_A00_R1.RAW	PXD005946	00463_C01_P003360_B00C_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_C01_P003360_B00C_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 678	Homo sapiens	brain glioblastoma	embryonic central brain glia	#N/A	SF295	00463_E01_P003360_B00E_A00_R1.RAW	PXD005946	00463_E01_P003360_B00E_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_E01_P003360_B00E_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 679	Homo sapiens	brain glioblastoma	embryonic central brain glia	#N/A	SF295	00463_A01_P003360_B00A_A00_R2.RAW	PXD005946	00463_A01_P003360_B00A_A00_R2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_A01_P003360_B00A_A00_R2.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 680	Homo sapiens	brain glioblastoma	embryonic central brain glia	#N/A	SF295	00463_B02_P003360_B00J_A00_R1.RAW	PXD005946	00463_B02_P003360_B00J_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_B02_P003360_B00J_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 681	Homo sapiens	brain glioblastoma	embryonic central brain glia	#N/A	SF295	00463_A02_P003360_B00I_A00_R1.RAW	PXD005946	00463_A02_P003360_B00I_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_A02_P003360_B00I_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 682	Homo sapiens	brain glioblastoma	embryonic central brain glia	#N/A	SF295	00463_B01_P003360_B00B_A00_R1.RAW	PXD005946	00463_B01_P003360_B00B_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_B01_P003360_B00B_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 683	Homo sapiens	brain glioblastoma	embryonic central brain glia	#N/A	SF295	00463_F01_P003360_B00F_A00_R1.RAW	PXD005946	00463_F01_P003360_B00F_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_F01_P003360_B00F_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 684	Homo sapiens	adult T acute lymphoblastic leukemia	blood	lymphoid tissue	MOLT-4	00463_H12_P003361_B00L_A00_R1.RAW	PXD005946	00463_H12_P003361_B00L_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_H12_P003361_B00L_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 685	Homo sapiens	adult T acute lymphoblastic leukemia	blood	lymphoid tissue	MOLT-4	00463_G12_P003361_B00K_A00_R1.RAW	PXD005946	00463_G12_P003361_B00K_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_G12_P003361_B00K_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 686	Homo sapiens	adult T acute lymphoblastic leukemia	blood	lymphoid tissue	MOLT-4	00463_D12_P003361_B00H_A00_R1.RAW	PXD005946	00463_D12_P003361_B00H_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_D12_P003361_B00H_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 687	Homo sapiens	adult T acute lymphoblastic leukemia	blood	lymphoid tissue	MOLT-4	00463_G11_P003361_B00C_A00_R1.RAW	PXD005946	00463_G11_P003361_B00C_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_G11_P003361_B00C_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 688	Homo sapiens	adult T acute lymphoblastic leukemia	blood	lymphoid tissue	MOLT-4	00463_H11_P003361_B00D_A00_R1.RAW	PXD005946	00463_H11_P003361_B00D_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_H11_P003361_B00D_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 689	Homo sapiens	adult T acute lymphoblastic leukemia	blood	lymphoid tissue	MOLT-4	00463_E11_P003361_B00A_A00_R1.RAW	PXD005946	00463_E11_P003361_B00A_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_E11_P003361_B00A_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 690	Homo sapiens	adult T acute lymphoblastic leukemia	blood	lymphoid tissue	MOLT-4	00463_E12_P003361_B00I_A00_R1.RAW	PXD005946	00463_E12_P003361_B00I_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00463_E12_P003361_B00I_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
