source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[biological replicate]	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[fractionation method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]
PXD003539-Sample-37	Homo sapiens	not available	not available	not available	CO_HCT15	1	run 73	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130617_003_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130617_003_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-37	Homo sapiens	not available	not available	not available	CO_HCT15	1	run 74	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130629_003_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130629_003_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-38	Homo sapiens	not available	not available	not available	LE_MOLT4	1	run 75	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130617_004_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130617_004_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-38	Homo sapiens	not available	not available	not available	LE_MOLT4	1	run 76	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130629_004_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130629_004_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-39	Homo sapiens	not available	not available	not available	LC_NCIH460	1	run 77	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130617_005_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130617_005_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-39	Homo sapiens	not available	not available	not available	LC_NCIH460	1	run 78	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130629_005_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130629_005_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-40	Homo sapiens	not available	not available	not available	CNS_U251	1	run 79	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130617_006_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130617_006_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-40	Homo sapiens	not available	not available	not available	CNS_U251	1	run 80	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130629_006_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130629_006_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-41	Homo sapiens	not available	not available	not available	CO_COLO205	1	run 81	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130618_002_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130618_002_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-41	Homo sapiens	not available	not available	not available	CO_COLO205	1	run 82	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130630_002_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130630_002_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-42	Homo sapiens	not available	not available	not available	BR_MDAMB468	1	run 83	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130618_003_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130618_003_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-42	Homo sapiens	not available	not available	not available	BR_MDAMB468	1	run 84	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130630_003_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130630_003_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-43	Homo sapiens	not available	not available	not available	LC_NCIH226	1	run 85	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130618_004_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130618_004_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-43	Homo sapiens	not available	not available	not available	LC_NCIH226	1	run 86	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130630_004_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130630_004_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-44	Homo sapiens	not available	not available	not available	OV_OVCAR3	1	run 87	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130618_005_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130618_005_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-44	Homo sapiens	not available	not available	not available	OV_OVCAR3	1	run 88	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130630_005_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130630_005_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-45	Homo sapiens	not available	not available	not available	CNS_SF268	1	run 89	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130618_006_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130618_006_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-45	Homo sapiens	not available	not available	not available	CNS_SF268	1	run 90	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130630_006_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130630_006_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-46	Homo sapiens	not available	not available	not available	CO_HCC2998	1	run 91	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130619_002_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130619_002_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-46	Homo sapiens	not available	not available	not available	CO_HCC2998	1	run 92	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130701_002_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130701_002_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-47	Homo sapiens	not available	not available	not available	ME_MDAMB435	1	run 93	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130619_003_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130619_003_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-47	Homo sapiens	not available	not available	not available	ME_MDAMB435	1	run 94	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130701_003_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130701_003_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-48	Homo sapiens	not available	not available	not available	OV_NCIADRRES	1	run 95	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130619_004_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130619_004_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-48	Homo sapiens	not available	not available	not available	OV_NCIADRRES	1	run 96	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130701_004_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130701_004_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-49	Homo sapiens	not available	not available	not available	LC_NCIH23	1	run 97	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130619_005_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130619_005_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-49	Homo sapiens	not available	not available	not available	LC_NCIH23	1	run 98	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130701_005_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130701_005_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-50	Homo sapiens	not available	not available	not available	RE_UO31	1	run 99	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130619_006_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130619_006_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-50	Homo sapiens	not available	not available	not available	RE_UO31	1	run 100	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130701_006_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130701_006_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-51	Homo sapiens	not available	not available	not available	LC_HOP62	1	run 101	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130620_002_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130620_002_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-51	Homo sapiens	not available	not available	not available	LC_HOP62	1	run 102	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130702_002_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130702_002_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-52	Homo sapiens	not available	not available	not available	BR_HS578T	1	run 103	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130722_001_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130722_001_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-52	Homo sapiens	not available	not available	not available	BR_HS578T	1	run 104	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130722_002_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130722_002_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-53	Homo sapiens	not available	not available	not available	ME_M14	1	run 105	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130722_003_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130722_003_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-53	Homo sapiens	not available	not available	not available	ME_M14	1	run 106	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130722_004_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130722_004_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-54	Homo sapiens	not available	not available	not available	OV_OVCAR5	1	run 107	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130620_005_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130620_005_SW.wiff	1	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
PXD003539-Sample-54	Homo sapiens	not available	not available	not available	OV_OVCAR5	1	run 108	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	guot_L130702_005_SW.wiff	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130702_005_SW.wiff	2	1	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=SWATH MS;AC=PRIDE:0000447	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=HCD;AC=PRIDE:0000590	50 ppm	0.1Da	30% NCE
