source name	characteristics[organism]	characteristics[organism part]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[individual]	characteristics[biological replicate]	assay name	comment[file uri]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[fractionation method]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	Material Type	factor value[organism part]
PXD004452-Sample-11	Homo sapiens	liver	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 449	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_35.raw	47	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_35.raw	tissue	liver
PXD004452-Sample-11	Homo sapiens	liver	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 450	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_36.raw	48	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_36.raw	tissue	liver
PXD004452-Sample-11	Homo sapiens	liver	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 451	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_37.raw	49	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_37.raw	tissue	liver
PXD004452-Sample-11	Homo sapiens	liver	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 452	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_38.raw	50	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_38.raw	tissue	liver
PXD004452-Sample-11	Homo sapiens	liver	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 453	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_39.raw	51	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_39.raw	tissue	liver
PXD004452-Sample-11	Homo sapiens	liver	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 454	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_40.raw	52	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_40.raw	tissue	liver
PXD004452-Sample-11	Homo sapiens	liver	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 455	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_41.raw	53	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_41.raw	tissue	liver
PXD004452-Sample-11	Homo sapiens	liver	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 456	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_42.raw	54	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_42.raw	tissue	liver
PXD004452-Sample-11	Homo sapiens	liver	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 457	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_43.raw	55	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_43.raw	tissue	liver
PXD004452-Sample-11	Homo sapiens	liver	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 458	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_44.raw	56	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_44.raw	tissue	liver
PXD004452-Sample-11	Homo sapiens	liver	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 459	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_45.raw	57	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_45.raw	tissue	liver
PXD004452-Sample-11	Homo sapiens	liver	not available	not available	not available	not available	not applicable	not available	not available	not applicable	run 460	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_46.raw	58	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151008_QE5_UPLC10_DBJ_SA_LIVER_human_46frac_46.raw	tissue	liver
