source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[developmental stage]	characteristics[depletion]	assay name	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[MS2 mass analyzer]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD005445-Sample-5	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3599	QEp15-3599.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3599.raw	2	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-5	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3600	QEp15-3600.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3600.raw	3	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-5	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3601	QEp15-3601.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3601.raw	4	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-5	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3602	QEp15-3602.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3602.raw	5	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-5	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3603	QEp15-3603.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3603.raw	6	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-5	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3604	QEp15-3604.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3604.raw	7	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-5	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3605	QEp15-3605.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3605.raw	8	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-5	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3606	QEp15-3606.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3606.raw	9	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-5	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3607	QEp15-3607.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3607.raw	10	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-5	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3608	QEp15-3608.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3608.raw	11	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-5	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3609	QEp15-3609.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3609.raw	12	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-5	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3610	QEp15-3610.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3610.raw	13	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-5	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3611	QEp15-3611.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3611.raw	14	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-5	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3612	QEp15-3612.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3612.raw	15	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-6	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3618	QEp15-3618.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3618.raw	1	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-6	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3619	QEp15-3619.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3619.raw	2	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-6	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3620	QEp15-3620.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3620.raw	3	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-6	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3621	QEp15-3621.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3621.raw	4	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-6	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3622	QEp15-3622.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3622.raw	5	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-6	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3623	QEp15-3623.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3623.raw	6	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-6	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3624	QEp15-3624.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3624.raw	7	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-6	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3625	QEp15-3625.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3625.raw	8	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-6	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3626	QEp15-3626.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3626.raw	9	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-6	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3627	QEp15-3627.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3627.raw	10	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-6	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3628	QEp15-3628.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3628.raw	11	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-6	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3629	QEp15-3629.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3629.raw	12	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-6	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3630	QEp15-3630.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3630.raw	13	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-6	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3631	QEp15-3631.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3631.raw	14	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-6	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3632	QEp15-3632.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3632.raw	15	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-7	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3638	QEp15-3638.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3638.raw	1	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
PXD005445-Sample-7	Homo sapiens	brain	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	uninfected	not available	no depletion	qep15-3639	QEp15-3639.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/01/PXD005445/QEp15-3639.raw	2	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002634; NT=Q Exactive Plus	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	AC=MS:1000422;NT=HCD	28 NCE	20 ppm	0.5 Da	brain
