Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[ancestry category]	Characteristics[sex]	Characteristics[age]	Characteristics[biological replicate]	Material Type	assay name	technology type	comment[uri]	comment[data file]	comment[technical replicate]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[collision energy]	comment[fragment mass tolerance]
PXD022469-sample-196	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	3	organism part	run 196	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu14_C18_Binos_12.raw	AP051218_Gurjeet_LA_Hu14_C18_Binos_12.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-197	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	3	organism part	run 197	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu14_C18_Binos_13.raw	AP051218_Gurjeet_LA_Hu14_C18_Binos_13.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-198	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	3	organism part	run 198	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu14_C18_Binos_14.raw	AP051218_Gurjeet_LA_Hu14_C18_Binos_14.raw	3	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-199	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	1	organism part	run 199	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu14_C18_Binos_15.raw	AP051218_Gurjeet_LA_Hu14_C18_Binos_15.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-200	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	1	organism part	run 200	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu14_C18_Binos_16.raw	AP051218_Gurjeet_LA_Hu14_C18_Binos_16.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-201	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	1	organism part	run 201	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu14_C18_Binos_17.raw	AP051218_Gurjeet_LA_Hu14_C18_Binos_17.raw	3	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-202	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	2	organism part	run 202	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu14_C18_Binos_18.raw	AP051218_Gurjeet_LA_Hu14_C18_Binos_18.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-203	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	2	organism part	run 203	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu14_C18_Binos_19.raw	AP051218_Gurjeet_LA_Hu14_C18_Binos_19.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-204	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	2	organism part	run 204	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu14_C18_Binos_2.raw	AP051218_Gurjeet_LA_Hu14_C18_Binos_2.raw	3	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-205	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	3	organism part	run 205	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu14_C18_Binos_20.raw	AP051218_Gurjeet_LA_Hu14_C18_Binos_20.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-206	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	3	organism part	run 206	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu14_C18_Binos_21.raw	AP051218_Gurjeet_LA_Hu14_C18_Binos_21.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-207	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	3	organism part	run 207	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu14_C18_Binos_22.raw	AP051218_Gurjeet_LA_Hu14_C18_Binos_22.raw	3	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-208	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	1	organism part	run 208	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu14_C18_Binos_23.raw	AP051218_Gurjeet_LA_Hu14_C18_Binos_23.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-209	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	1	organism part	run 209	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu14_C18_Binos_24.raw	AP051218_Gurjeet_LA_Hu14_C18_Binos_24.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-210	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	1	organism part	run 210	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu14_C18_Binos_3.raw	AP051218_Gurjeet_LA_Hu14_C18_Binos_3.raw	3	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-211	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	2	organism part	run 211	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu14_C18_Binos_4.raw	AP051218_Gurjeet_LA_Hu14_C18_Binos_4.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-212	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	2	organism part	run 212	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu14_C18_Binos_5.raw	AP051218_Gurjeet_LA_Hu14_C18_Binos_5.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-213	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	2	organism part	run 213	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu14_C18_Binos_6.raw	AP051218_Gurjeet_LA_Hu14_C18_Binos_6.raw	3	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-214	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	3	organism part	run 214	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu14_C18_Binos_7.raw	AP051218_Gurjeet_LA_Hu14_C18_Binos_7.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-215	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	3	organism part	run 215	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu14_C18_Binos_8.raw	AP051218_Gurjeet_LA_Hu14_C18_Binos_8.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-216	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	3	organism part	run 216	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu14_C18_Binos_9.raw	AP051218_Gurjeet_LA_Hu14_C18_Binos_9.raw	3	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-217	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	1	organism part	run 217	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu6_C18_Binos_1.raw	AP051218_Gurjeet_LA_Hu6_C18_Binos_1.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-218	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	1	organism part	run 218	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu6_C18_Binos_10.raw	AP051218_Gurjeet_LA_Hu6_C18_Binos_10.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-219	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	1	organism part	run 219	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu6_C18_Binos_11.raw	AP051218_Gurjeet_LA_Hu6_C18_Binos_11.raw	3	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-220	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	2	organism part	run 220	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu6_C18_Binos_12.raw	AP051218_Gurjeet_LA_Hu6_C18_Binos_12.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-221	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	2	organism part	run 221	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu6_C18_Binos_13.raw	AP051218_Gurjeet_LA_Hu6_C18_Binos_13.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-222	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	2	organism part	run 222	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu6_C18_Binos_14.raw	AP051218_Gurjeet_LA_Hu6_C18_Binos_14.raw	3	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-223	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	3	organism part	run 223	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu6_C18_Binos_15.raw	AP051218_Gurjeet_LA_Hu6_C18_Binos_15.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-224	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	3	organism part	run 224	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu6_C18_Binos_16.raw	AP051218_Gurjeet_LA_Hu6_C18_Binos_16.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-225	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	3	organism part	run 225	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051218_Gurjeet_LA_Hu6_C18_Binos_17.raw	AP051218_Gurjeet_LA_Hu6_C18_Binos_17.raw	3	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
