source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[cell type]	characteristics[ancestry category]	characteristics[biological replicate]	material type	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[scan window lower limit]	comment[scan window upper limit]	factor value[disease]
PXD010437-Sample-72	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 72	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1557-01A-01_S_W_JHU_141107.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1557-01A-01_S_W_JHU_141107.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-73	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 73	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1558-01A-01_D_W_JHU_140613.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1558-01A-01_D_W_JHU_140613.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-74	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 74	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1558-01A-01_S_W_JHU_141103.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1558-01A-01_S_W_JHU_141103.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-75	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 75	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1562-01A-01_D_W_JHU_140822.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1562-01A-01_D_W_JHU_140822.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-76	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 76	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1562-01A-01_S_W_JHU_141105.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1562-01A-01_S_W_JHU_141105.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-77	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 77	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1565-01A-01_D_W_JHU_140616.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1565-01A-01_D_W_JHU_140616.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-78	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 78	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1565-01A-01_S_W_JHU_141103.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1565-01A-01_S_W_JHU_141103.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-79	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 79	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1920-01A-01_D_W_JHU_140818.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1920-01A-01_D_W_JHU_140818.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-80	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 80	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1920-01A-01_S_W_JHU_141113.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1920-01A-01_S_W_JHU_141113.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-81	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 81	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1927-01A-01_D_W_JHU_140613.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1927-01A-01_D_W_JHU_140613.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-82	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 82	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-1927-01A-01_S_W_JHU_141103.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-1927-01A-01_S_W_JHU_141103.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-83	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 83	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-2024-01A-02_D_W_JHU_140822.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-2024-01A-02_D_W_JHU_140822.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-84	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 84	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-2024-01A-02_S_W_JHU_141103.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-2024-01A-02_S_W_JHU_141103.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-85	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 85	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-2030-01A-01_D_W_JHU_140612.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-2030-01A-01_D_W_JHU_140612.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-86	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 86	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-2030-01A-01_S_W_JHU_141101.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-2030-01A-01_S_W_JHU_141101.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-87	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 87	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-2033-01A-01_D_W_JHU_140612.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-2033-01A-01_D_W_JHU_140612.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-88	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 88	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-2033-01A-01_S_W_JHU_141031.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-2033-01A-01_S_W_JHU_141031.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-89	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 89	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-2261-01A-01_D_W_JHU_140720.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-2261-01A-01_D_W_JHU_140720.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-90	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 90	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-2261-01A-01_S_W_JHU_141107.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-2261-01A-01_S_W_JHU_141107.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-91	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 91	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-2289-01A-01_D_W_JHU_140818.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-2289-01A-01_D_W_JHU_140818.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-92	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 92	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-2289-01A-01_S_W_JHU_141113.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-2289-01A-01_S_W_JHU_141113.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-93	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 93	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-2290-01A-01_D_W_JHU_140820.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-2290-01A-01_D_W_JHU_140820.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-94	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 94	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-24-2290-01A-01_S_W_JHU_141107.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-24-2290-01A-01_S_W_JHU_141107.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-95	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 95	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-25-1312-01A-01_D_W_JHU_140818.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-25-1312-01A-01_D_W_JHU_140818.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-96	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 96	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-25-1312-01A-01_S_W_JHU_141113.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-25-1312-01A-01_S_W_JHU_141113.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-97	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 97	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-25-1313-01A-01_D_W_JHU_140808.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-25-1313-01A-01_D_W_JHU_140808.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-98	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 98	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-25-1313-01A-01_S_W_JHU_141115.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-25-1313-01A-01_S_W_JHU_141115.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-99	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 99	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-25-1318-01A-01_D_W_JHU_140612.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-25-1318-01A-01_D_W_JHU_140612.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-100	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 100	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-25-1318-01A-01_S_W_JHU_141101.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-25-1318-01A-01_S_W_JHU_141101.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-101	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 101	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-25-1322-01A-01_D_W_JHU_140818.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-25-1322-01A-01_D_W_JHU_140818.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-102	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 102	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-25-1322-01A-01_S_W_JHU_141113.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-25-1322-01A-01_S_W_JHU_141113.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-103	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 103	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-25-1323-01A-01_D_W_JHU_140820.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-25-1323-01A-01_D_W_JHU_140820.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-104	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 104	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-25-1323-01A-01_S_W_JHU_141107.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-25-1323-01A-01_S_W_JHU_141107.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-105	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 105	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-25-1329-01A-01_D_W_JHU_140817.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-25-1329-01A-01_D_W_JHU_140817.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-106	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 106	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-25-1329-01A-01_S_W_JHU_141113.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-25-1329-01A-01_S_W_JHU_141113.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-107	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 107	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-25-1628-01A-01_D_W_JHU_140616.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-25-1628-01A-01_D_W_JHU_140616.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
